,delta,t1,tm,dir,sptree
3330,0.30666666666666664,9000.0,1.0,P2 into P3,BC
3331,0.30666666666666664,9000.0,1000.8888888888889,P2 into P3,BC
3332,0.30666666666666664,9000.0,2000.7777777777778,P2 into P3,BC
3333,0.30666666666666664,9000.0,3000.666666666667,P2 into P3,BC
3334,0.30666666666666664,9000.0,4000.5555555555557,P2 into P3,BC
3335,0.30666666666666664,9000.0,5000.444444444444,P2 into P3,BC
3336,0.30666666666666664,9000.0,6000.333333333334,P2 into P3,BC
3337,0.30666666666666664,9000.0,7000.222222222223,P2 into P3,BC
3338,0.30666666666666664,9000.0,8000.111111111111,P2 into P3,BC
3339,0.30666666666666664,9000.0,9000.0,P2 into P3,BC
3340,0.30666666666666664,11333.333333333334,1.0,P2 into P3,BC
3341,0.30666666666666664,11333.333333333334,1260.1481481481483,P2 into P3,BC
3342,0.30666666666666664,11333.333333333334,2519.2962962962965,P2 into P3,BC
3343,0.30666666666666664,11333.333333333334,3778.444444444445,P2 into P3,BC
3344,0.30666666666666664,11333.333333333334,5037.592592592593,P2 into P3,BC
3345,0.30666666666666664,11333.333333333334,6296.740740740741,P2 into P3,BC
3346,0.30666666666666664,11333.333333333334,7555.88888888889,P2 into P3,BC
3347,0.30666666666666664,11333.333333333334,8815.037037037038,P2 into P3,BC
3348,0.30666666666666664,11333.333333333334,10074.185185185186,P2 into P3,BC
3349,0.30666666666666664,11333.333333333334,11333.333333333334,P2 into P3,BC
3350,0.30666666666666664,13666.666666666668,1.0,P2 into P3,BC
3351,0.30666666666666664,13666.666666666668,1519.4074074074076,P2 into P3,BC
3352,0.30666666666666664,13666.666666666668,3037.8148148148152,P2 into P3,BC
3353,0.30666666666666664,13666.666666666668,4556.222222222223,P2 into P3,BC
3354,0.30666666666666664,13666.666666666668,6074.6296296296305,P2 into P3,BC
3355,0.30666666666666664,13666.666666666668,7593.037037037038,P2 into P3,BC
3356,0.30666666666666664,13666.666666666668,9111.444444444445,P2 into P3,BC
3357,0.30666666666666664,13666.666666666668,10629.851851851854,P2 into P3,BC
3358,0.30666666666666664,13666.666666666668,12148.259259259261,P2 into P3,BC
3359,0.30666666666666664,13666.666666666668,13666.666666666668,P2 into P3,BC
3360,0.30666666666666664,16000.0,1.0,P2 into P3,BC
3361,0.30666666666666664,16000.0,1778.6666666666667,P2 into P3,BC
3362,0.30666666666666664,16000.0,3556.3333333333335,P2 into P3,BC
3363,0.30666666666666664,16000.0,5334.0,P2 into P3,BC
3364,0.30666666666666664,16000.0,7111.666666666667,P2 into P3,BC
3365,0.30666666666666664,16000.0,8889.333333333334,P2 into P3,BC
3366,0.30666666666666664,16000.0,10667.0,P2 into P3,BC
3367,0.30666666666666664,16000.0,12444.666666666668,P2 into P3,BC
3368,0.30666666666666664,16000.0,14222.333333333334,P2 into P3,BC
3369,0.30666666666666664,16000.0,16000.0,P2 into P3,BC
3370,0.30666666666666664,18333.333333333336,1.0,P2 into P3,BC
3371,0.30666666666666664,18333.333333333336,2037.925925925926,P2 into P3,BC
3372,0.30666666666666664,18333.333333333336,4074.851851851852,P2 into P3,BC
3373,0.30666666666666664,18333.333333333336,6111.777777777778,P2 into P3,BC
3374,0.30666666666666664,18333.333333333336,8148.703703703704,P2 into P3,BC
3375,0.30666666666666664,18333.333333333336,10185.629629629631,P2 into P3,BC
3376,0.30666666666666664,18333.333333333336,12222.555555555557,P2 into P3,BC
3377,0.30666666666666664,18333.333333333336,14259.481481481482,P2 into P3,BC
3378,0.30666666666666664,18333.333333333336,16296.407407407409,P2 into P3,BC
3379,0.30666666666666664,18333.333333333336,18333.333333333336,P2 into P3,BC
3380,0.30666666666666664,20666.666666666668,1.0,P2 into P3,BC
3381,0.30666666666666664,20666.666666666668,2297.185185185185,P2 into P3,BC
3382,0.30666666666666664,20666.666666666668,4593.37037037037,P2 into P3,BC
3383,0.30666666666666664,20666.666666666668,6889.555555555556,P2 into P3,BC
3384,0.30666666666666664,20666.666666666668,9185.74074074074,P2 into P3,BC
3385,0.30666666666666664,20666.666666666668,11481.925925925927,P2 into P3,BC
3386,0.30666666666666664,20666.666666666668,13778.111111111111,P2 into P3,BC
3387,0.30666666666666664,20666.666666666668,16074.296296296296,P2 into P3,BC
3388,0.30666666666666664,20666.666666666668,18370.48148148148,P2 into P3,BC
3389,0.30666666666666664,20666.666666666668,20666.666666666668,P2 into P3,BC
3390,0.30666666666666664,23000.0,1.0,P2 into P3,BC
3391,0.30666666666666664,23000.0,2556.4444444444443,P2 into P3,BC
3392,0.30666666666666664,23000.0,5111.888888888889,P2 into P3,BC
3393,0.30666666666666664,23000.0,7667.333333333333,P2 into P3,BC
3394,0.30666666666666664,23000.0,10222.777777777777,P2 into P3,BC
3395,0.30666666666666664,23000.0,12778.222222222223,P2 into P3,BC
3396,0.30666666666666664,23000.0,15333.666666666666,P2 into P3,BC
3397,0.30666666666666664,23000.0,17889.11111111111,P2 into P3,BC
3398,0.30666666666666664,23000.0,20444.555555555555,P2 into P3,BC
3399,0.30666666666666664,23000.0,23000.0,P2 into P3,BC
3400,0.40555555555555556,2000.0,1.0,P2 into P3,BC
3401,0.40555555555555556,2000.0,223.11111111111111,P2 into P3,BC
3402,0.40555555555555556,2000.0,445.22222222222223,P2 into P3,BC
3403,0.40555555555555556,2000.0,667.3333333333334,P2 into P3,BC
3404,0.40555555555555556,2000.0,889.4444444444445,P2 into P3,BC
3405,0.40555555555555556,2000.0,1111.5555555555557,P2 into P3,BC
3406,0.40555555555555556,2000.0,1333.6666666666667,P2 into P3,BC
3407,0.40555555555555556,2000.0,1555.7777777777778,P2 into P3,BC
3408,0.40555555555555556,2000.0,1777.888888888889,P2 into P3,BC
3409,0.40555555555555556,2000.0,2000.0,P2 into P3,BC
3410,0.40555555555555556,4333.333333333334,1.0,P2 into P3,BC
3411,0.40555555555555556,4333.333333333334,482.37037037037044,P2 into P3,BC
3412,0.40555555555555556,4333.333333333334,963.7407407407409,P2 into P3,BC
3413,0.40555555555555556,4333.333333333334,1445.1111111111113,P2 into P3,BC
3414,0.40555555555555556,4333.333333333334,1926.4814814814818,P2 into P3,BC
3415,0.40555555555555556,4333.333333333334,2407.851851851852,P2 into P3,BC
3416,0.40555555555555556,4333.333333333334,2889.2222222222226,P2 into P3,BC
3417,0.40555555555555556,4333.333333333334,3370.592592592593,P2 into P3,BC
3418,0.40555555555555556,4333.333333333334,3851.9629629629635,P2 into P3,BC
3419,0.40555555555555556,4333.333333333334,4333.333333333334,P2 into P3,BC
3420,0.40555555555555556,6666.666666666667,1.0,P2 into P3,BC
3421,0.40555555555555556,6666.666666666667,741.6296296296297,P2 into P3,BC
3422,0.40555555555555556,6666.666666666667,1482.2592592592594,P2 into P3,BC
3423,0.40555555555555556,6666.666666666667,2222.888888888889,P2 into P3,BC
3424,0.40555555555555556,6666.666666666667,2963.5185185185187,P2 into P3,BC
3425,0.40555555555555556,6666.666666666667,3704.1481481481483,P2 into P3,BC
3426,0.40555555555555556,6666.666666666667,4444.777777777778,P2 into P3,BC
3427,0.40555555555555556,6666.666666666667,5185.407407407408,P2 into P3,BC
3428,0.40555555555555556,6666.666666666667,5926.037037037037,P2 into P3,BC
3429,0.40555555555555556,6666.666666666667,6666.666666666667,P2 into P3,BC
3430,0.40555555555555556,9000.0,1.0,P2 into P3,BC
3431,0.40555555555555556,9000.0,1000.8888888888889,P2 into P3,BC
3432,0.40555555555555556,9000.0,2000.7777777777778,P2 into P3,BC
3433,0.40555555555555556,9000.0,3000.666666666667,P2 into P3,BC
3434,0.40555555555555556,9000.0,4000.5555555555557,P2 into P3,BC
3435,0.40555555555555556,9000.0,5000.444444444444,P2 into P3,BC
3436,0.40555555555555556,9000.0,6000.333333333334,P2 into P3,BC
3437,0.40555555555555556,9000.0,7000.222222222223,P2 into P3,BC
3438,0.40555555555555556,9000.0,8000.111111111111,P2 into P3,BC
3439,0.40555555555555556,9000.0,9000.0,P2 into P3,BC
3440,0.40555555555555556,11333.333333333334,1.0,P2 into P3,BC
3441,0.40555555555555556,11333.333333333334,1260.1481481481483,P2 into P3,BC
3442,0.40555555555555556,11333.333333333334,2519.2962962962965,P2 into P3,BC
3443,0.40555555555555556,11333.333333333334,3778.444444444445,P2 into P3,BC
3444,0.40555555555555556,11333.333333333334,5037.592592592593,P2 into P3,BC
3445,0.40555555555555556,11333.333333333334,6296.740740740741,P2 into P3,BC
3446,0.40555555555555556,11333.333333333334,7555.88888888889,P2 into P3,BC
3447,0.40555555555555556,11333.333333333334,8815.037037037038,P2 into P3,BC
3448,0.40555555555555556,11333.333333333334,10074.185185185186,P2 into P3,BC
3449,0.40555555555555556,11333.333333333334,11333.333333333334,P2 into P3,BC
3450,0.40555555555555556,13666.666666666668,1.0,P2 into P3,BC
3451,0.40555555555555556,13666.666666666668,1519.4074074074076,P2 into P3,BC
3452,0.40555555555555556,13666.666666666668,3037.8148148148152,P2 into P3,BC
3453,0.40555555555555556,13666.666666666668,4556.222222222223,P2 into P3,BC
3454,0.40555555555555556,13666.666666666668,6074.6296296296305,P2 into P3,BC
3455,0.40555555555555556,13666.666666666668,7593.037037037038,P2 into P3,BC
3456,0.40555555555555556,13666.666666666668,9111.444444444445,P2 into P3,BC
3457,0.40555555555555556,13666.666666666668,10629.851851851854,P2 into P3,BC
3458,0.40555555555555556,13666.666666666668,12148.259259259261,P2 into P3,BC
3459,0.40555555555555556,13666.666666666668,13666.666666666668,P2 into P3,BC
3460,0.40555555555555556,16000.0,1.0,P2 into P3,BC
3461,0.40555555555555556,16000.0,1778.6666666666667,P2 into P3,BC
3462,0.40555555555555556,16000.0,3556.3333333333335,P2 into P3,BC
3463,0.40555555555555556,16000.0,5334.0,P2 into P3,BC
3464,0.40555555555555556,16000.0,7111.666666666667,P2 into P3,BC
3465,0.40555555555555556,16000.0,8889.333333333334,P2 into P3,BC
3466,0.40555555555555556,16000.0,10667.0,P2 into P3,BC
3467,0.40555555555555556,16000.0,12444.666666666668,P2 into P3,BC
3468,0.40555555555555556,16000.0,14222.333333333334,P2 into P3,BC
3469,0.40555555555555556,16000.0,16000.0,P2 into P3,BC
3470,0.40555555555555556,18333.333333333336,1.0,P2 into P3,BC
3471,0.40555555555555556,18333.333333333336,2037.925925925926,P2 into P3,BC
3472,0.40555555555555556,18333.333333333336,4074.851851851852,P2 into P3,BC
3473,0.40555555555555556,18333.333333333336,6111.777777777778,P2 into P3,BC
3474,0.40555555555555556,18333.333333333336,8148.703703703704,P2 into P3,BC
3475,0.40555555555555556,18333.333333333336,10185.629629629631,P2 into P3,BC
3476,0.40555555555555556,18333.333333333336,12222.555555555557,P2 into P3,BC
3477,0.40555555555555556,18333.333333333336,14259.481481481482,P2 into P3,BC
3478,0.40555555555555556,18333.333333333336,16296.407407407409,P2 into P3,BC
3479,0.40555555555555556,18333.333333333336,18333.333333333336,P2 into P3,BC
3480,0.40555555555555556,20666.666666666668,1.0,P2 into P3,BC
3481,0.40555555555555556,20666.666666666668,2297.185185185185,P2 into P3,BC
3482,0.40555555555555556,20666.666666666668,4593.37037037037,P2 into P3,BC
3483,0.40555555555555556,20666.666666666668,6889.555555555556,P2 into P3,BC
3484,0.40555555555555556,20666.666666666668,9185.74074074074,P2 into P3,BC
3485,0.40555555555555556,20666.666666666668,11481.925925925927,P2 into P3,BC
3486,0.40555555555555556,20666.666666666668,13778.111111111111,P2 into P3,BC
3487,0.40555555555555556,20666.666666666668,16074.296296296296,P2 into P3,BC
3488,0.40555555555555556,20666.666666666668,18370.48148148148,P2 into P3,BC
3489,0.40555555555555556,20666.666666666668,20666.666666666668,P2 into P3,BC
3490,0.40555555555555556,23000.0,1.0,P2 into P3,BC
3491,0.40555555555555556,23000.0,2556.4444444444443,P2 into P3,BC
3492,0.40555555555555556,23000.0,5111.888888888889,P2 into P3,BC
3493,0.40555555555555556,23000.0,7667.333333333333,P2 into P3,BC
3494,0.40555555555555556,23000.0,10222.777777777777,P2 into P3,BC
3495,0.40555555555555556,23000.0,12778.222222222223,P2 into P3,BC
3496,0.40555555555555556,23000.0,15333.666666666666,P2 into P3,BC
3497,0.40555555555555556,23000.0,17889.11111111111,P2 into P3,BC
3498,0.40555555555555556,23000.0,20444.555555555555,P2 into P3,BC
3499,0.40555555555555556,23000.0,23000.0,P2 into P3,BC
3500,0.5044444444444445,2000.0,1.0,P2 into P3,BC
3501,0.5044444444444445,2000.0,223.11111111111111,P2 into P3,BC
3502,0.5044444444444445,2000.0,445.22222222222223,P2 into P3,BC
3503,0.5044444444444445,2000.0,667.3333333333334,P2 into P3,BC
3504,0.5044444444444445,2000.0,889.4444444444445,P2 into P3,BC
3505,0.5044444444444445,2000.0,1111.5555555555557,P2 into P3,BC
3506,0.5044444444444445,2000.0,1333.6666666666667,P2 into P3,BC
3507,0.5044444444444445,2000.0,1555.7777777777778,P2 into P3,BC
3508,0.5044444444444445,2000.0,1777.888888888889,P2 into P3,BC
3509,0.5044444444444445,2000.0,2000.0,P2 into P3,BC
3510,0.5044444444444445,4333.333333333334,1.0,P2 into P3,BC
3511,0.5044444444444445,4333.333333333334,482.37037037037044,P2 into P3,BC
3512,0.5044444444444445,4333.333333333334,963.7407407407409,P2 into P3,BC
3513,0.5044444444444445,4333.333333333334,1445.1111111111113,P2 into P3,BC
3514,0.5044444444444445,4333.333333333334,1926.4814814814818,P2 into P3,BC
3515,0.5044444444444445,4333.333333333334,2407.851851851852,P2 into P3,BC
3516,0.5044444444444445,4333.333333333334,2889.2222222222226,P2 into P3,BC
3517,0.5044444444444445,4333.333333333334,3370.592592592593,P2 into P3,BC
3518,0.5044444444444445,4333.333333333334,3851.9629629629635,P2 into P3,BC
3519,0.5044444444444445,4333.333333333334,4333.333333333334,P2 into P3,BC
3520,0.5044444444444445,6666.666666666667,1.0,P2 into P3,BC
3521,0.5044444444444445,6666.666666666667,741.6296296296297,P2 into P3,BC
3522,0.5044444444444445,6666.666666666667,1482.2592592592594,P2 into P3,BC
3523,0.5044444444444445,6666.666666666667,2222.888888888889,P2 into P3,BC
3524,0.5044444444444445,6666.666666666667,2963.5185185185187,P2 into P3,BC
3525,0.5044444444444445,6666.666666666667,3704.1481481481483,P2 into P3,BC
3526,0.5044444444444445,6666.666666666667,4444.777777777778,P2 into P3,BC
3527,0.5044444444444445,6666.666666666667,5185.407407407408,P2 into P3,BC
3528,0.5044444444444445,6666.666666666667,5926.037037037037,P2 into P3,BC
3529,0.5044444444444445,6666.666666666667,6666.666666666667,P2 into P3,BC
3530,0.5044444444444445,9000.0,1.0,P2 into P3,BC
3531,0.5044444444444445,9000.0,1000.8888888888889,P2 into P3,BC
3532,0.5044444444444445,9000.0,2000.7777777777778,P2 into P3,BC
3533,0.5044444444444445,9000.0,3000.666666666667,P2 into P3,BC
3534,0.5044444444444445,9000.0,4000.5555555555557,P2 into P3,BC
3535,0.5044444444444445,9000.0,5000.444444444444,P2 into P3,BC
3536,0.5044444444444445,9000.0,6000.333333333334,P2 into P3,BC
3537,0.5044444444444445,9000.0,7000.222222222223,P2 into P3,BC
3538,0.5044444444444445,9000.0,8000.111111111111,P2 into P3,BC
3539,0.5044444444444445,9000.0,9000.0,P2 into P3,BC
3540,0.5044444444444445,11333.333333333334,1.0,P2 into P3,BC
3541,0.5044444444444445,11333.333333333334,1260.1481481481483,P2 into P3,BC
3542,0.5044444444444445,11333.333333333334,2519.2962962962965,P2 into P3,BC
3543,0.5044444444444445,11333.333333333334,3778.444444444445,P2 into P3,BC
3544,0.5044444444444445,11333.333333333334,5037.592592592593,P2 into P3,BC
3545,0.5044444444444445,11333.333333333334,6296.740740740741,P2 into P3,BC
3546,0.5044444444444445,11333.333333333334,7555.88888888889,P2 into P3,BC
3547,0.5044444444444445,11333.333333333334,8815.037037037038,P2 into P3,BC
3548,0.5044444444444445,11333.333333333334,10074.185185185186,P2 into P3,BC
3549,0.5044444444444445,11333.333333333334,11333.333333333334,P2 into P3,BC
3550,0.5044444444444445,13666.666666666668,1.0,P2 into P3,BC
3551,0.5044444444444445,13666.666666666668,1519.4074074074076,P2 into P3,BC
3552,0.5044444444444445,13666.666666666668,3037.8148148148152,P2 into P3,BC
3553,0.5044444444444445,13666.666666666668,4556.222222222223,P2 into P3,BC
3554,0.5044444444444445,13666.666666666668,6074.6296296296305,P2 into P3,BC
3555,0.5044444444444445,13666.666666666668,7593.037037037038,P2 into P3,BC
3556,0.5044444444444445,13666.666666666668,9111.444444444445,P2 into P3,BC
3557,0.5044444444444445,13666.666666666668,10629.851851851854,P2 into P3,BC
3558,0.5044444444444445,13666.666666666668,12148.259259259261,P2 into P3,BC
3559,0.5044444444444445,13666.666666666668,13666.666666666668,P2 into P3,BC
3560,0.5044444444444445,16000.0,1.0,P2 into P3,BC
3561,0.5044444444444445,16000.0,1778.6666666666667,P2 into P3,BC
3562,0.5044444444444445,16000.0,3556.3333333333335,P2 into P3,BC
3563,0.5044444444444445,16000.0,5334.0,P2 into P3,BC
3564,0.5044444444444445,16000.0,7111.666666666667,P2 into P3,BC
3565,0.5044444444444445,16000.0,8889.333333333334,P2 into P3,BC
3566,0.5044444444444445,16000.0,10667.0,P2 into P3,BC
3567,0.5044444444444445,16000.0,12444.666666666668,P2 into P3,BC
3568,0.5044444444444445,16000.0,14222.333333333334,P2 into P3,BC
3569,0.5044444444444445,16000.0,16000.0,P2 into P3,BC
3570,0.5044444444444445,18333.333333333336,1.0,P2 into P3,BC
3571,0.5044444444444445,18333.333333333336,2037.925925925926,P2 into P3,BC
3572,0.5044444444444445,18333.333333333336,4074.851851851852,P2 into P3,BC
3573,0.5044444444444445,18333.333333333336,6111.777777777778,P2 into P3,BC
3574,0.5044444444444445,18333.333333333336,8148.703703703704,P2 into P3,BC
3575,0.5044444444444445,18333.333333333336,10185.629629629631,P2 into P3,BC
3576,0.5044444444444445,18333.333333333336,12222.555555555557,P2 into P3,BC
3577,0.5044444444444445,18333.333333333336,14259.481481481482,P2 into P3,BC
3578,0.5044444444444445,18333.333333333336,16296.407407407409,P2 into P3,BC
3579,0.5044444444444445,18333.333333333336,18333.333333333336,P2 into P3,BC
3580,0.5044444444444445,20666.666666666668,1.0,P2 into P3,BC
3581,0.5044444444444445,20666.666666666668,2297.185185185185,P2 into P3,BC
3582,0.5044444444444445,20666.666666666668,4593.37037037037,P2 into P3,BC
3583,0.5044444444444445,20666.666666666668,6889.555555555556,P2 into P3,BC
3584,0.5044444444444445,20666.666666666668,9185.74074074074,P2 into P3,BC
3585,0.5044444444444445,20666.666666666668,11481.925925925927,P2 into P3,BC
3586,0.5044444444444445,20666.666666666668,13778.111111111111,P2 into P3,BC
3587,0.5044444444444445,20666.666666666668,16074.296296296296,P2 into P3,BC
3588,0.5044444444444445,20666.666666666668,18370.48148148148,P2 into P3,BC
3589,0.5044444444444445,20666.666666666668,20666.666666666668,P2 into P3,BC
3590,0.5044444444444445,23000.0,1.0,P2 into P3,BC
3591,0.5044444444444445,23000.0,2556.4444444444443,P2 into P3,BC
3592,0.5044444444444445,23000.0,5111.888888888889,P2 into P3,BC
3593,0.5044444444444445,23000.0,7667.333333333333,P2 into P3,BC
3594,0.5044444444444445,23000.0,10222.777777777777,P2 into P3,BC
3595,0.5044444444444445,23000.0,12778.222222222223,P2 into P3,BC
3596,0.5044444444444445,23000.0,15333.666666666666,P2 into P3,BC
3597,0.5044444444444445,23000.0,17889.11111111111,P2 into P3,BC
3598,0.5044444444444445,23000.0,20444.555555555555,P2 into P3,BC
3599,0.5044444444444445,23000.0,23000.0,P2 into P3,BC
3600,0.6033333333333333,2000.0,1.0,P2 into P3,BC
3601,0.6033333333333333,2000.0,223.11111111111111,P2 into P3,BC
3602,0.6033333333333333,2000.0,445.22222222222223,P2 into P3,BC
3603,0.6033333333333333,2000.0,667.3333333333334,P2 into P3,BC
3604,0.6033333333333333,2000.0,889.4444444444445,P2 into P3,BC
3605,0.6033333333333333,2000.0,1111.5555555555557,P2 into P3,BC
3606,0.6033333333333333,2000.0,1333.6666666666667,P2 into P3,BC
3607,0.6033333333333333,2000.0,1555.7777777777778,P2 into P3,BC
3608,0.6033333333333333,2000.0,1777.888888888889,P2 into P3,BC
3609,0.6033333333333333,2000.0,2000.0,P2 into P3,BC
3610,0.6033333333333333,4333.333333333334,1.0,P2 into P3,BC
3611,0.6033333333333333,4333.333333333334,482.37037037037044,P2 into P3,BC
3612,0.6033333333333333,4333.333333333334,963.7407407407409,P2 into P3,BC
3613,0.6033333333333333,4333.333333333334,1445.1111111111113,P2 into P3,BC
3614,0.6033333333333333,4333.333333333334,1926.4814814814818,P2 into P3,BC
3615,0.6033333333333333,4333.333333333334,2407.851851851852,P2 into P3,BC
3616,0.6033333333333333,4333.333333333334,2889.2222222222226,P2 into P3,BC
3617,0.6033333333333333,4333.333333333334,3370.592592592593,P2 into P3,BC
3618,0.6033333333333333,4333.333333333334,3851.9629629629635,P2 into P3,BC
3619,0.6033333333333333,4333.333333333334,4333.333333333334,P2 into P3,BC
3620,0.6033333333333333,6666.666666666667,1.0,P2 into P3,BC
3621,0.6033333333333333,6666.666666666667,741.6296296296297,P2 into P3,BC
3622,0.6033333333333333,6666.666666666667,1482.2592592592594,P2 into P3,BC
3623,0.6033333333333333,6666.666666666667,2222.888888888889,P2 into P3,BC
3624,0.6033333333333333,6666.666666666667,2963.5185185185187,P2 into P3,BC
3625,0.6033333333333333,6666.666666666667,3704.1481481481483,P2 into P3,BC
3626,0.6033333333333333,6666.666666666667,4444.777777777778,P2 into P3,BC
3627,0.6033333333333333,6666.666666666667,5185.407407407408,P2 into P3,BC
3628,0.6033333333333333,6666.666666666667,5926.037037037037,P2 into P3,BC
3629,0.6033333333333333,6666.666666666667,6666.666666666667,P2 into P3,BC
3630,0.6033333333333333,9000.0,1.0,P2 into P3,BC
3631,0.6033333333333333,9000.0,1000.8888888888889,P2 into P3,BC
3632,0.6033333333333333,9000.0,2000.7777777777778,P2 into P3,BC
3633,0.6033333333333333,9000.0,3000.666666666667,P2 into P3,BC
3634,0.6033333333333333,9000.0,4000.5555555555557,P2 into P3,BC
3635,0.6033333333333333,9000.0,5000.444444444444,P2 into P3,BC
3636,0.6033333333333333,9000.0,6000.333333333334,P2 into P3,BC
3637,0.6033333333333333,9000.0,7000.222222222223,P2 into P3,BC
3638,0.6033333333333333,9000.0,8000.111111111111,P2 into P3,BC
3639,0.6033333333333333,9000.0,9000.0,P2 into P3,BC
3640,0.6033333333333333,11333.333333333334,1.0,P2 into P3,BC
3641,0.6033333333333333,11333.333333333334,1260.1481481481483,P2 into P3,BC
3642,0.6033333333333333,11333.333333333334,2519.2962962962965,P2 into P3,BC
3643,0.6033333333333333,11333.333333333334,3778.444444444445,P2 into P3,BC
3644,0.6033333333333333,11333.333333333334,5037.592592592593,P2 into P3,BC
3645,0.6033333333333333,11333.333333333334,6296.740740740741,P2 into P3,BC
3646,0.6033333333333333,11333.333333333334,7555.88888888889,P2 into P3,BC
3647,0.6033333333333333,11333.333333333334,8815.037037037038,P2 into P3,BC
3648,0.6033333333333333,11333.333333333334,10074.185185185186,P2 into P3,BC
3649,0.6033333333333333,11333.333333333334,11333.333333333334,P2 into P3,BC
3650,0.6033333333333333,13666.666666666668,1.0,P2 into P3,BC
3651,0.6033333333333333,13666.666666666668,1519.4074074074076,P2 into P3,BC
3652,0.6033333333333333,13666.666666666668,3037.8148148148152,P2 into P3,BC
3653,0.6033333333333333,13666.666666666668,4556.222222222223,P2 into P3,BC
3654,0.6033333333333333,13666.666666666668,6074.6296296296305,P2 into P3,BC
3655,0.6033333333333333,13666.666666666668,7593.037037037038,P2 into P3,BC
3656,0.6033333333333333,13666.666666666668,9111.444444444445,P2 into P3,BC
3657,0.6033333333333333,13666.666666666668,10629.851851851854,P2 into P3,BC
3658,0.6033333333333333,13666.666666666668,12148.259259259261,P2 into P3,BC
3659,0.6033333333333333,13666.666666666668,13666.666666666668,P2 into P3,BC
3660,0.6033333333333333,16000.0,1.0,P2 into P3,BC
3661,0.6033333333333333,16000.0,1778.6666666666667,P2 into P3,BC
3662,0.6033333333333333,16000.0,3556.3333333333335,P2 into P3,BC
3663,0.6033333333333333,16000.0,5334.0,P2 into P3,BC
3664,0.6033333333333333,16000.0,7111.666666666667,P2 into P3,BC
3665,0.6033333333333333,16000.0,8889.333333333334,P2 into P3,BC
3666,0.6033333333333333,16000.0,10667.0,P2 into P3,BC
3667,0.6033333333333333,16000.0,12444.666666666668,P2 into P3,BC
3668,0.6033333333333333,16000.0,14222.333333333334,P2 into P3,BC
3669,0.6033333333333333,16000.0,16000.0,P2 into P3,BC
3670,0.6033333333333333,18333.333333333336,1.0,P2 into P3,BC
3671,0.6033333333333333,18333.333333333336,2037.925925925926,P2 into P3,BC
3672,0.6033333333333333,18333.333333333336,4074.851851851852,P2 into P3,BC
3673,0.6033333333333333,18333.333333333336,6111.777777777778,P2 into P3,BC
3674,0.6033333333333333,18333.333333333336,8148.703703703704,P2 into P3,BC
3675,0.6033333333333333,18333.333333333336,10185.629629629631,P2 into P3,BC
3676,0.6033333333333333,18333.333333333336,12222.555555555557,P2 into P3,BC
3677,0.6033333333333333,18333.333333333336,14259.481481481482,P2 into P3,BC
3678,0.6033333333333333,18333.333333333336,16296.407407407409,P2 into P3,BC
3679,0.6033333333333333,18333.333333333336,18333.333333333336,P2 into P3,BC
3680,0.6033333333333333,20666.666666666668,1.0,P2 into P3,BC
3681,0.6033333333333333,20666.666666666668,2297.185185185185,P2 into P3,BC
3682,0.6033333333333333,20666.666666666668,4593.37037037037,P2 into P3,BC
3683,0.6033333333333333,20666.666666666668,6889.555555555556,P2 into P3,BC
3684,0.6033333333333333,20666.666666666668,9185.74074074074,P2 into P3,BC
3685,0.6033333333333333,20666.666666666668,11481.925925925927,P2 into P3,BC
3686,0.6033333333333333,20666.666666666668,13778.111111111111,P2 into P3,BC
3687,0.6033333333333333,20666.666666666668,16074.296296296296,P2 into P3,BC
3688,0.6033333333333333,20666.666666666668,18370.48148148148,P2 into P3,BC
3689,0.6033333333333333,20666.666666666668,20666.666666666668,P2 into P3,BC
3690,0.6033333333333333,23000.0,1.0,P2 into P3,BC
3691,0.6033333333333333,23000.0,2556.4444444444443,P2 into P3,BC
3692,0.6033333333333333,23000.0,5111.888888888889,P2 into P3,BC
3693,0.6033333333333333,23000.0,7667.333333333333,P2 into P3,BC
3694,0.6033333333333333,23000.0,10222.777777777777,P2 into P3,BC
3695,0.6033333333333333,23000.0,12778.222222222223,P2 into P3,BC
3696,0.6033333333333333,23000.0,15333.666666666666,P2 into P3,BC
3697,0.6033333333333333,23000.0,17889.11111111111,P2 into P3,BC
3698,0.6033333333333333,23000.0,20444.555555555555,P2 into P3,BC
3699,0.6033333333333333,23000.0,23000.0,P2 into P3,BC
3700,0.7022222222222222,2000.0,1.0,P2 into P3,BC
3701,0.7022222222222222,2000.0,223.11111111111111,P2 into P3,BC
3702,0.7022222222222222,2000.0,445.22222222222223,P2 into P3,BC
3703,0.7022222222222222,2000.0,667.3333333333334,P2 into P3,BC
3704,0.7022222222222222,2000.0,889.4444444444445,P2 into P3,BC
3705,0.7022222222222222,2000.0,1111.5555555555557,P2 into P3,BC
3706,0.7022222222222222,2000.0,1333.6666666666667,P2 into P3,BC
3707,0.7022222222222222,2000.0,1555.7777777777778,P2 into P3,BC
3708,0.7022222222222222,2000.0,1777.888888888889,P2 into P3,BC
3709,0.7022222222222222,2000.0,2000.0,P2 into P3,BC
3710,0.7022222222222222,4333.333333333334,1.0,P2 into P3,BC
3711,0.7022222222222222,4333.333333333334,482.37037037037044,P2 into P3,BC
3712,0.7022222222222222,4333.333333333334,963.7407407407409,P2 into P3,BC
3713,0.7022222222222222,4333.333333333334,1445.1111111111113,P2 into P3,BC
